,Unnamed: 0,name,description,winery,ages,tipes_grapes,Colors
2372,2372,Clos Fontà 2014,Red wine Barrel Organic. 14 months in French oak barrels. Winery: Mas d'en Gil. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Mas d'en Gil,Mas d'en Gil,Cariñena,Red wine
2373,2373,Coma Blanca 2015,White wine Reserva. 6 months in French oak barrels. Winery: Mas d'en Gil. D.O.Q. Priorat. (Catalonia) Variety: Macabeo and Garnacha Blanca.,LAN,LAN,Garnacha Blanca,White wine
2374,2374,Domaine du Collier Saumur Blanc 2015,White wine Barrel Organic. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Chenín Blanc,Domaine du Collier,Domaine du Collier,Chenín,White wine
2375,2375,Arzuaga Crianza 2017,Red wine Crianza. 16 months in French and American oak barrels. Winery: Arzuaga Navarro. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Arzuaga Navarro,Arzuaga Navarro,Ti,Red wine
2376,2376,Terra d'Uro La Enfermera 2018,Red wine Barrel Respectful agriculture. 4 months in French and American oak barrels. Winery: Terra d'Uro. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Terra d'Uro,Terra d'Uro,Ti,Red wine
2377,2377,Chateau Lafitte Jurançon Sec 2017,White wine Barrel Biodinámico. Winery: Chateau Lafitte. AOC Jurançon Sec. (Aquitania) Variety: Gros Manseng,Chateau Lafitte,Chateau Lafitte,Gros Manseng,White wine
2378,2378,Chateau Lafitte Jurançon Doux 2015,White wine Barrel Biodinámico. Winery: Chateau Lafitte. AOC Jurançon. (Aquitania) Variety: Petit Mansenq and Gros Manseng.,Chateau Lafitte,Chateau Lafitte,Gros Manseng,White wine
2379,2379,Fedellos do Couto Cortezada 2018,Red wine Barrel Respectful agriculture. 12 months in French oak barrels used. Winery: Fedellos de Couto. Ribeira Sacra. (Galicia) Variety: Mencía,Fedellos de Couto,Fedellos de Couto,Mencía,Red wine
2380,2380,Ca'n Verdura Supernova 2017,Red wine Barrel. 13 months in French oak barrels 500 L. Winery: Ca'n Verdura Viticultors. D.O. Binissalem Mallorca. (Balearic Islands) Variety: Manto Negro,Ca'n Verdura Viticultors,Ca'n Verdura Viticultors,Manto Negro,Red wine
2381,2381,Clunia Tempranillo 2014,Red wine Crianza. 12 months in French and American oak barrels and 6 months in bottle. Winery: Clunia. VT Castilla-León. (Castilla y León) Variety: Tempranillo,Clunia,Clunia,Tempranillo,Red wine
2382,2382,Alzinger Riesling Loibenberg Smaragd 2018,White wine. Winery: Weingut Alzinger. Wachau. (Lower Austria) Variety: Riesling,Weingut Alzinger,Weingut Alzinger,Riesling,White wine
2383,2383,Allende 2013,Red wine Barrel Respectful agriculture. 14 months in French oak barrels. Winery: Finca Allende. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Finca Allende,Finca Allende,Graciano,Red wine
2384,2384,Dido La Universal 2018,"Red wine Barrel Organic. 9 months in separate containers. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Merlot.",Venus La Universal,Venus La Universal,Cabernet Sauvignon,Red wine
2385,2385,Mullineux Quarz Leliefontein Chenin Blanc 2017,White wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Chenín Blanc,LAN,LAN,Chenín,White wine
2386,2386,Domaine du Collier Saumur Rouge La Ripaille 2014,Red wine Barrel Organic. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Cabernet Franc,Domaine du Collier,Domaine du Collier,Cabernet Franc,Red wine
2387,2387,Kloof Street Old Vine Chenin Blanc 2019,White wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Chenín Blanc,LAN,LAN,Chenín,White wine
2388,2388,Kühling-Gillot Qvinterra Riesling Trocken 2017,White wine Young Organic. Winery: Kühling-Gillot. VDP Rheinhessen. (Rheinhessen) Variety: Riesling,Kühling-Gillot,Kühling-Gillot,Riesling,White wine
2389,2389,Arketipo 2015,Red wine Barrel. 12 months in oak barrels. Winery: Sota els Àngels. D.O. Empordà. (Catalonia) Variety: Syrah and Cariñena.,Sota els Àngels,Sota els Àngels,Cariñena,Red wine
2390,2390,Domaine du Collier Saumur Blanc La Charpentrie 2015,White wine Barrel Respectful agriculture. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Chenín Blanc,Domaine du Collier,Domaine du Collier,Chenín,White wine
2391,2391,A. J. Adam Riesling Trocken 2018,White wine Young Respectful agriculture. Winery: A.J. Adam. VDP Mosel-Saar-Ruwer. (Mosel) Variety: Riesling,A.J. Adam,A.J. Adam,Riesling,White wine
2392,2392,Domaine du Collier Saumur Rouge La Charpentrie 2015,Red wine Barrel Organic. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Cabernet Franc,Domaine du Collier,Domaine du Collier,Cabernet Franc,Red wine
2393,2393,Azpilicueta Crianza 2016,"Red wine Crianza. 12 months in French and American oak barrels. Winery: Azpilicueta. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo.",Azpilicueta,Azpilicueta,Graciano,Red wine
2394,2394,Martín Berdugo Crianza 2017,Red wine Crianza. Winery: Martín Berdugo. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Martín Berdugo,Martín Berdugo,Tempranillo,Red wine
2395,2395,Cañada París 2018,White wine Respectful agriculture. Winery: Baldovar 923. Valencia. (Valencia) Variety: Merseguera,Baldovar 923,Baldovar 923,Merseguera,White wine
2396,2396,Vins Nus Siuralta Rouge 2018,Red wine Aged in amphorae Natural. 6 months in amphoras. Winery: Vins Nus. D.O. Montsant. (Catalonia) Variety: Garnacha Tintorera and Trepat.,Vins Nus,Vins Nus,Garnacha Tintorera,Red wine
2397,2397,Vins Nus Siuralta Morat 2018,Red wine Aged in amphorae Natural. 10 months in amphoras. Winery: Vins Nus. D.O. Montsant. (Catalonia) Variety: Syrah and Viognier.,Vins Nus,Vins Nus,Syrah,Red wine
2398,2398,Juan Gil Silver Label 12 meses Magnum 2017,Red wine Barrel. 12 months in French oak barrels. Winery: Juan Gil. D.O. Jumilla. (Murcia) Variety: Monastrell,Juan Gil,Juan Gil,Monastrell,Red wine
2399,2399,LaFou El Sender 2017,"Red wine Barrel. 6 months in French oak barrels used. Winery: Lafou. D.O. Terra Alta. (Catalonia) Variety: Syrah, Morenillo and Garnacha Tinta.",Lafou,Lafou,Garnacha Tinta,Red wine
2400,2400,Jardins Rosat 2019,Rosé wine Young. Winery: Castillo de Perelada. D.O. Empordà. (Catalonia) Variety: Garnacha Tinta and Merlot.,Castillo de Perelada,Castillo de Perelada,Garnacha Tinta,Rosé wine
2401,2401,Remírez de Ganuza Reserva 2012,Red wine Reserva. 24 months in French and American oak barrels. Winery: Remírez de Ganuza. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Graci,Graci,Graciano,Red wine
2402,2402,Kanonkop Kadette Pinotage 2017,Red wine Barrel. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Pinotage,Kanonkop,Kanonkop,Pinotage,Red wine
2403,2403,Kanonkop Pinotage 2017,Red wine Barrel. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Pinotage,Kanonkop,Kanonkop,Pinotage,Red wine
2404,2404,Kanonkop Kadette Cape Blend 2017,"Red wine Barrel. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Cabernet Sauvignon, Cabernet Franc, Merlot and Pinotage.",Kanonkop,Kanonkop,Cabernet Franc,Red wine
2405,2405,Kanonkop Black Label Pinotage 2017,Red wine. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Pinotage,Kanonkop,Kanonkop,Pinotage,Red wine
2406,2406,Viñas del Vero Rosado 2019,Rosé wine Young. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Tempranillo,Viñas del Vero,Viñas del Vero,Tempranillo,Rosé wine
2407,2407,Protos Crianza Magnum 2016,Red wine Crianza. 14 months in French and American oak barrels. Winery: Protos. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais,Protos,Protos,Ti,Red wine
2408,2408,Rotllan Torra Reserva 2014,"Red wine Reserva. 24 months in American oak barrels. Winery: Rotllan Torra. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Cariñena and Garnacha Tinta.",LAN,LAN,Cabernet Sauvignon,Red wine
2409,2409,Donovan Rall White 2018,"White wine Barrel Organic. Winery: Rall Winery. Wine of Origin Swartland. (Coastal Region) Variety: Viognier, Verdello and Chenín Blanc.",LAN,LAN,Chenín,White wine
2410,2410,Rall Red 2017,"Red wine Barrel Organic. Winery: Rall Winery. Wine of Origin Swartland. (Coastal Region) Variety: Syrah, Garnacha Blanca, Cariñena and Cinsault.",LAN,LAN,Cariñena,Red wine
2411,2411,Donovan Rall Grenache Blanc 2018,White wine Aged in cement eggs Organic. Winery: Rall Winery. Wine of Origin Swartland. (Coastal Region) Variety: Garnacha Blanca,LAN,LAN,Garnacha Blanca,White wine
2412,2412,La Forcallà de Antonia 2018,Red wine Barrel. 8 months in oak barrels. Winery: Rafael Cambra. D.O. Valencia. (Valencia) Variety: Forcayat,Rafael Cambra,Rafael Cambra,Forcayat,Red wine
2413,2413,Josep Drouhin Chassagne-Montrachet 2017,White wine Barrel Organic Biodinámico. Winery: Joseph Drouhin. AOC Chassagne-Montrachet 1er Cru. (Burgundy) Variety: Chardonnay,Joseph Drouhin,Joseph Drouhin,Chardonnay,White wine
2414,2414,Domaine Guiberteau Saumur Blanc 2018,White wine Barrel Organic. Winery: Domaine Guiberteau. AOC Saumur. (Loire) Variety: Chenín Blanc,Domaine Guiberteau,Domaine Guiberteau,Chenín,White wine
2415,2415,Yavallo 2017,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Alvar de Dios Hernandez. D.O. Arribes. (Castilla y León) Variety: Mencía, Merenzao, Trincadeira, Cariñena and Rufete.",Alvar de Dios Hernandez,Alvar de Dios Hernandez,Cariñena,Red wine
2416,2416,Al Muvedre 2018,Red wine Young. Winery: Telmo Rodríguez. D.O. Alicante. (Valencia) Variety: Monastrell,Telmo Rodríguez,Telmo Rodríguez,Alicante,Red wine
2417,2417,Scala Dei Prior 2017,"Red wine Barrel. 12 months in French and American oak barrels. Winery: Scala Dei. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena.",Scala Dei,Scala Dei,Cabernet Sauvignon,Red wine
2418,2418,Basa 2019,White wine Young. Winery: Telmo Rodríguez. D.O. Rueda. (Castilla y León) Variety: Viura and Verdejo.,Telmo Rodríguez,Telmo Rodríguez,Ti,White wine
2419,2419,Gratavinum 2pir 2018,"Red wine Reserva Organic. 14 months in oak barrels. Winery: Gratavinum. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena.",Gratavinum,Gratavinum,Cabernet Sauvignon,Red wine
2420,2420,Robertson Winery Shiraz 2018,Red wine Barrel. Winery: Robertson Winery. Robertson. (Western Cape South Coast) Variety: Syrah,Robertson Winery,Robertson Winery,Syrah,Red wine
2421,2421,Springfield Cuvee Sauvignon Blanc 2017,White wine Barrel fermented. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Sauvignon Blanc,LAN,LAN,Sauvignon Blanc,White wine
2422,2422,Springfield Methode Ancienne Chardonnay 2016,White wine Barrel. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Chardonnay,Springfield Estate,Springfield Estate,Chardonnay,White wine
2423,2423,Martivillí Sauvignon Blanc 2019,White wine Young. Winery: Ángel Lorenzo Cachazo. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc,Ángel Lorenzo Cachazo,Ángel Lorenzo Cachazo,Sauvignon Blanc,White wine
2424,2424,Springfield Life From Stone Sauvignon Blanc 2017,White wine Aged on its lees. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Sauvignon Blanc,LAN,LAN,Sauvignon Blanc,White wine
2425,2425,Springfield The Work Of Time 2012,"Red wine Barrel. 24 months in French oak barrels used. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot.",Springfield Estate,Springfield Estate,Cabernet Franc,Red wine
2426,2426,La Flor del Flor de Primavera 2016,Red wine Barrel Kosher. 12 months in French oak barrels and 3 months in tank. Winery: Celler de Capçanes. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta,Celler de Capçanes,Celler de Capçanes,Garnacha Tinta,Red wine
2427,2427,Infinito 2015,Red wine Barrel. 18 months in French and American oak barrels. Winery: Ego Bodegas. D.O. Jumilla. (Murcia) Variety: Cabernet Sauvignon and Monastrell.,Ego Bodegas,Ego Bodegas,Cabernet Sauvignon,Red wine
2428,2428,Paul Cluver Estate Sauvignon Blanc 2018,White wine Aged on its lees. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Sauvignon Blanc and Semillon.,LAN,LAN,Sauvignon Blanc,White wine
2429,2429,Paul Cluver Estate Pinot Noir 2017,Red wine Barrel. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Pinot Noir,Paul Cluver,Paul Cluver,Pinot Noir,Red wine
2430,2430,Paul Cluver Estate Chardonnay 2017,White wine Barrel fermented. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Chardonnay,Paul Cluver,Paul Cluver,Chardonnay,White wine
2431,2431,Paul Cluver Estate Riesling 2018,White wine Aged on its lees. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Riesling,Paul Cluver,Paul Cluver,Riesling,White wine
2432,2432,Castaño Monastrell 2018,Red wine Young. Winery: Castaño. D.O. Yecla. (Murcia) Variety: Monastrell,Castaño,Castaño,Monastrell,Red wine
2433,2433,Idoia Negre 2016,Red wine Barrel. Winery: Ca N'Estruc. D.O. Catalunya. (Catalonia) Variety: Syrah and Garnacha Tinta.,Ca N'Estruc,Ca N'Estruc,Garnacha Tinta,Red wine
2434,2434,Enate Chardonnay 234 2019,White wine Young Respectful agriculture. Winery: Enate. D.O. Somontano. (Aragón) Variety: Chardonnay,Enate,Enate,Chardonnay,White wine
2435,2435,Sprinfield Wild Yeast Chardonnay 2018,White wine Aged on its lees. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Chardonnay,Springfield Estate,Springfield Estate,Chardonnay,White wine
2436,2436,David & Nadia Chenin Blanc 2017,White wine Barrel Organic. Winery: David & Nadia. Wine of Origin Swartland. (Coastal Region) Variety: Chenín Blanc,David & Nadia,David & Nadia,Chenín,White wine
2437,2437,David & Nadia Aristargos 2017,"White wine Barrel Organic. Winery: David & Nadia. Wine of Origin Swartland. (Coastal Region) Variety: Viognier, Roussanne, Semillon, Marsanne, Chenín Blanc and Clairette.",David & Nadia,David & Nadia,Chenín,White wine
2438,2438,La Celestina Vendimia Seleccionada 2015,Red wine Reserva. 18 months in French oak barrels. Winery: Dominio de Atauta. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Dominio de Atauta,Dominio de Atauta,Tempranillo,Red wine
2439,2439,Bàrbara Forés Blanc 2019,White wine Young Respectful agriculture. Winery: Bàrbara Forés. D.O. Terra Alta. (Catalonia) Variety: Viognier and Garnacha Blanca.,Bàrbara Forés,Bàrbara Forés,Garnacha Blanca,White wine
2440,2440,Vino di Anna Palmento Rosso 2018,"Red wine Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Other red varieties, Nerello Cappuccio and Nerello Mascalese.",Vino di Anna,Vino di Anna,Nerello Cappuccio,Red wine
2441,2441,Enate Cabernet Sauvignon-Merlot 2017,Red wine Crianza Respectful agriculture. 6 months in American oak barrels. Winery: Enate. D.O. Somontano. (Aragón) Variety: Cabernet Sauvignon and Merlot.,Enate,Enate,Cabernet Sauvignon,Red wine
2442,2442,Vino di Anna Jeudi 15 2017,Red wine Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Other red varieties and Nerello Mascalese.,Vino di Anna,Vino di Anna,Nerello Mascalese,Red wine
2443,2443,Viña Real Gran Reserva 2013,Red wine Gran Reserva. 24 months in French and American oak barrels and 36 months in bottle. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Graci,Graci,Graciano,Red wine
2444,2444,Bardos Verdejo 2019,White wine Young. Winery: Bardos. D.O. Rueda. (Castilla y León) Variety: Verdejo,Bardos,Bardos,Ti,White wine
2445,2445,The Smuggler's Boot GSM 2016,"Red wine Barrel Respectful agriculture. Winery: Richard Kershaw. Elgin. (Western Cape South Coast) Variety: Syrah, Mourvèdre and Garnacha Tinta.",Richard Kershaw,Richard Kershaw,Garnacha Tinta,Red wine
2446,2446,The Smuggler's Boot Chardonnay 2017,White wine Barrel fermented Respectful agriculture. Winery: Richard Kershaw. Elgin. (Western Cape South Coast) Variety: Chardonnay,Richard Kershaw,Richard Kershaw,Chardonnay,White wine
2447,2447,The Smuggler's Boot Pinot Noir 2016,Red wine Barrel Respectful agriculture. Winery: Richard Kershaw. Elgin. (Western Cape South Coast) Variety: Pinot Noir,Richard Kershaw,Richard Kershaw,Pinot Noir,Red wine
2448,2448,Pinord Chateldon Reserva 2014,Red wine Reserva. 20 months in French and American oak barrels and 24 months in bottle. Winery: Pinord. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon,Pinord,Pinord,Cabernet Sauvignon,Red wine
2449,2449,Enate Crianza 2016,Red wine Crianza Respectful agriculture. 9 months in French and American oak barrels. Winery: Enate. D.O. Somontano. (Aragón) Variety: Cabernet Sauvignon and Tempranillo.,Enate,Enate,Cabernet Sauvignon,Red wine
2450,2450,Rioja Vega Tempranillo Blanco 2018,White wine Barrel. 6 months in French oak barrels. Winery: Rioja Vega. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo Blanco,LAN,LAN,Tempranillo,White wine
2451,2451,Alcorta Reserva Apasionado 2015,Red wine Reserva. 24 months in French and American oak barrels. Winery: Alcorta. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Alcorta,Alcorta,Tempranillo,Red wine
2452,2452,Cortijo los Aguilares Pago El Espino 2017,"Red wine Barrel Respectful agriculture. 15 months in French oak barrels. Winery: Cortijo Los Aguilares. D.O. Málaga-Sierras de Málaga. (Andalusia) Variety: Tempranillo, Petit Verdot and Merlot.",Cortijo Los Aguilares,Cortijo Los Aguilares,Merlot,Red wine
2453,2453,Camándula 2017,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels used. Winery: Bodegas Peixes. Ribeira Sacra. (Galicia) Variety: Garnacha Tintorera, Souson, Grao Negro, Mencía and Mouratón.",Bodegas Peixes,Bodegas Peixes,Garnacha Tintorera,Red wine
2454,2454,Menade Sauvignon Blanc 2019,White wine Young Organic. Winery: Menade. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc,LAN,LAN,Sauvignon Blanc,White wine
2455,2455,Curii 2015,Red wine Barrel Respectful agriculture. Winery: Curii. Alicante. (Valencia) Variety: Garnacha Tinta,Curii,Curii,Alicante,Red wine
2456,2456,Curii Una noche y un dia 2018,Red wine Aged on its lees Respectful agriculture. Winery: Curii. Alicante. (Valencia) Variety: Garnacha Tinta,Curii,Curii,Alicante,Red wine
2457,2457,Jaboulet Côtes du Rhône Blanc Parallèle 45 2018,"White wine Barrel. Winery: Domaines Paul Jaboulet Aîné. AOC Côtes du Rhône. (Rhone) Variety: Viognier, Garnacha Blanca, Marsanne and Bourboulenc.",Domaines Paul Jaboulet Aîné,Domaines Paul Jaboulet Aîné,Bourboulenc,White wine
2458,2458,Niepoort LBV 2015,"Fortified wine Oporto. Winery: Niepoort. Porto. (Douro) Variety: Souson, Touriga Nacional, Tinta rotiz, Other red varieties, Tinta Amarela and Touringa franca.",Niepoort,Niepoort,Other red varieties,Fortified wine
2459,2459,Vino di Anna Palmento Bianco 2018,"Orange wine Aged on its lees Organic Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Other White varieties, Grecanico Dorato, Catarratto, Minella and Carricante.",Vino di Anna,Vino di Anna,Carricante,Orange wine
