,name,description
2491,Fabien Jouves La Roque Rouge 2018,Red wine Barrel Organic Natural Biodinámico. Winery: Mas del Périé - Fabien Jouves. AOC Cahors. (France Southwest) Variety: Malbec
2492,Les Cousins Sagesse 2014,Red wine Crianza. 16 months in French oak barrels. Winery: Les Cousins Marc & Adrià. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.
2493,Bagús 2017,Red wine Barrel. 14 months in oak barrels. Winery: López Cristobal. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais
2494,Cloudy Bay Chardonnay 2017,White wine Barrel. Winery: Cloudy Bay. Marlborough. (South Island) Variety: Chardonnay
2495,Coto de Gomariz 2018,"White wine Young. Winery: Coto de Gomariz. D.O. Ribeiro. (Galicia) Variety: Albariño, Godello, Treixadura and Loureiro."
2496,Carrick Bannockburn Pinot Noir 2015,Red wine Barrel Respectful agriculture. Winery: Carrick. Central Otago. (South Island) Variety: Pinot Noir
2497,Dalmau Reserva 2016,"Red wine Reserva. Winery: Marqués de Murrieta. D.O.Ca. Rioja. (La Rioja) Variety: Cabernet Sauvignon, Graciano and Tempranillo."
2498,Laya 2019,Red wine Oak. 4 months in French oak barrels. Winery: Atalaya. D.O. Almansa. (Castilla La Mancha) Variety: Garnacha Tintorera and Monastrell.
2499,Homenaje Rosado 2019,Rosé wine Young. Winery: Marco Real. D.O. Navarra. (Navarra) Variety: Garnacha Tinta
2500,Atrium Merlot 2018,"Red wine Barrel. 6 months in French, Nevers oak barrels. Winery: Torres. D.O. Penedès. (Catalonia) Variety: Merlot"
2501,Carrick Bannockburn Chardonnay 2015,White wine Barrel Respectful agriculture. Winery: Carrick. Central Otago. (South Island) Variety: Chardonnay
2502,Bera Vittorio Barbera d'Asti Ronco Malo 2017,Red wine Natural. Winery: Bera Vittorio E Figli. DOCG Barbera d'Asti. (Piamonte) Variety: Barbera
2503,Bera Vittorio Arcese 2018,"White wine Aged on its lees Natural. Winery: Bera Vittorio E Figli. Vino da Tavola. (Piamonte) Variety: Sauvignon Blanc, Favorita, Cortese and Arneis."
2504,Villa Matilde Aglianico Rocca dei Leoni 2015,Red wine. Winery: Villa Matilde. IGP Aglianico. (Campania) Variety: Aglianico
2505,El Perro Verde 2019,White wine Young. Winery: Uvas Felices. D.O. Rueda. (Castilla y León) Variety: Verdejo
2506,Villa Matilde Greco di Tufo 2018,White wine Aged on its lees. Winery: Villa Matilde. DOC Greco di Tufo. (Campania) Variety: Greco
2507,Villa Matilde Falerno del Massico Bianco 2018,White wine Young. Winery: Villa Matilde. DOP Falerno del Massico. (Campania) Variety: Falanghina
2508,Villa Matilde Fiano di Avellino 2018,White wine Young. Winery: Villa Matilde. IGP Falanghina. (Campania) Variety: Fiano di Avelino
2509,Villa Matilde Terre Cesare 2018,Rosé wine Young. Winery: Villa Matilde. IGP Campania. (Campania) Variety: Aglianico
2510,Villa Matilde Falanghina Rocca dei Leoni 2018,White wine Young. Winery: Villa Matilde. IGP Falanghina. (Campania) Variety: Falanghina
2511,Cuatro Pasos 2017,Red wine Young. Winery: Cuatro Pasos. D.O. Bierzo. (Castilla y León) Variety: Mencía
2512,La Bota de Florpower 84 MMXVI,White wine Aged under 'velo flor'. 8 months in oak barrels. Winery: Equipo Navazos. Jerez de la Frontera. (Andalusia) Variety: Palomino
2513,Spy Valley Pinot Noir 2016,Red wine Barrel Respectful agriculture. Winery: Spy Valley. Marlborough. (South Island) Variety: Pinot Noir
2514,Spy Valley Sauvignon Blanc 2018,White wine Aged on its lees Respectful agriculture. Winery: Spy Valley. Marlborough. (South Island) Variety: Sauvignon Blanc
2515,Artuke Finca de los Locos 2018,Red wine Barrel. 16 months in French oak barrels. Winery: Bodegas y Viñedos Artuke. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2516,Artuke 2019,Red wine Carbonic maceration Respectful agriculture. Winery: Bodegas y Viñedos Artuke. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Viura.
2517,Artuke Paso Las Mañas 2018,Red wine Barrel Respectful agriculture. 14 months in French oak barrels used. Winery: Bodegas y Viñedos Artuke. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2518,Beronia III AC 2015,"Red wine Barrel. 15 months in French oak barrels 225 L. Winery: Beronia. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
2519,Ladoucette Baron de L 2017,White wine Aged on its lees. Winery: De Ladoucette. AOC Pouilly Fumé. (Loire) Variety: Sauvignon Blanc
2520,M. Chapoutier Rasteau 2018,Red wine Barrel. Winery: M. chapoutier. AOC Rasteau. (Rhone) Variety: Syrah and Garnacha Tinta.
2521,Microbio Wines Correcaminos 2019,White wine Aged on its lees Natural. Winery: MicroBio Wines. Rueda. (Castilla y León) Variety: Verdejo
2522,Protos Verdejo 2019,White wine Young. Winery: Protos. D.O. Rueda. (Castilla y León) Variety: Verdejo
2523,Fromm Sauvignon Blanc 2018,White wine Aged on its lees Organic. Winery: Fromm Winery. Marlborough. (South Island) Variety: Sauvignon Blanc
2524,Fromm Pinot Noir Cuvee H 2017,Red wine Barrel Organic. Winery: Fromm Winery. Marlborough. (South Island) Variety: Pinot Noir
2525,Neudorf Sauvignon Blanc 2018,White wine Barrel Organic. Winery: Neudorf. Nelson. (South Island) Variety: Sauvignon Blanc
2526,Enate Syrah-Shiraz 2016,Red wine Barrel Respectful agriculture. 16 months in French and American oak barrels. Winery: Enate. D.O. Somontano. (Aragón) Variety: Syrah
2527,Neudorf Moutere Pinot Noir 2015,Red wine Barrel Organic. Winery: Neudorf. Nelson. (South Island) Variety: Pinot Noir
2528,Neudorf Moutere Riesling Dry 2015,White wine Aged on its lees Organic. Winery: Neudorf. Nelson. (South Island) Variety: Riesling
2529,Joseph Drouhin Saint-Véran 2018,White wine Aged on its lees Biodinámico. Winery: Joseph Drouhin. AOC Saint-Véran. (Burgundy) Variety: Chardonnay
2530,Doix 2016,Red wine Reserva. 16 months in French oak barrels. Winery: Mas Doix. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.
2531,Domaine Romaneaux La Souteronne 2018,Red wine Natural. Winery: Domaine Romaneaux. Vin de France. (Rhone) Variety: Gamay
2532,Eulogio Pomares Castiñeiro Espadeiro 2018,Red wine Barrel. 6 months in French oak barrels. Winery: Eulogio Pomares. D.O. Ribeira Sacra. (Galicia) Variety: Espadeiro
2533,Casabosca 2018,"Red wine Aged in cement eggs. 12 months in a concrete vats. Winery: Rafael Cambra. D.O. Valencia. (Valencia) Variety: Monastrell, Arcos and Forcayat."
2534,Rafael Cambra Uno 2018,Red wine Barrel. 10 months in oak barrels. Winery: Rafael Cambra. D.O. Valencia. (Valencia) Variety: Monastrell
2535,M. Chapoutier Gigondas 2018,"Red wine Barrel. Winery: M. chapoutier. AOC Gigondas. (Rhone) Variety: Syrah, Mourvèdre, Garnacha Tinta and Cinsault."
2536,Matsu El Pícaro 2019,Red wine Young. 3 months in French oak barrels. Winery: Matsu. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
2537,Ginesta 2019,White wine Young Organic. Winery: Parés Baltà. D.O. Penedès. (Catalonia) Variety: Gewürztraminer
2538,Martín Berdugo Barrica 2018,Red wine Oak. Winery: Martín Berdugo. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
2539,Ostatu Joven 2019,"Red wine Young. Winery: Ostatu. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano, Tempranillo and Viura."
2540,Sameirás Blanco 2018,"White wine Young Respectful agriculture. 4 months in French oak barrels. Winery: Adega Antonio Cajide. D.O. Ribeiro. (Galicia) Variety: Albariño, Loureira Blanca, Caíño Blanco, Lado, Torrontés, Treixadura and Godello."
2541,Verónica Ortega Roc Mencía 2017,Red wine Barrel Organic. 12 months in French oak barrels. Winery: Verónica Ortega. D.O. Bierzo. (Castilla y León) Variety: Mencía
2542,Remírez de Ganuza Blanco 2018,"White wine Barrel fermented. 8 months on lees in the barrel. Winery: Remírez de Ganuza. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Blanca, Viura and Malvasía."
2543,Baltasar Gracián Viñas Viejas El Héroe 2018,Red wine Barrel. 10 months in French oak barrels. Winery: San Alejandro. D.O. Calatayud. (Aragón) Variety: Garnacha Tinta
2544,Miros de Ribera Roble 2018,"Red wine Oak. 6 months in French, Allier oak barrels. Winery: Peñafiel. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Merlot and Tempranillo."
2545,Koden 2018,Red wine Barrel. Winery: Luis Alegre. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2546,Quinta Sardonia QS2 2017,"Red wine Crianza. 14 months in French oak barrels. Winery: Quinta Sardonia. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon, Tinto Fino and Petit Verdot."
2547,Marqués de Riscal Reserva Magnum 2015,"Red wine Reserva. 24 months in American oak barrels. Winery: Marqués de Riscal. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
2548,Samaruco 2017,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Bodegas Luis Pérez. VT Cádiz. (Andalusia) Variety: Syrah and Merlot.
2549,Azpilicueta Crianza Magnum 2016,"Red wine Crianza. 12 months in French and American oak barrels. Winery: Azpilicueta. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
2550,Roda Reserva (6L) 2014,"Red wine Reserva. 16 months in French oak barrels. Winery: Roda. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
2551,Finca Constancia 2017,"Red wine Barrel. 13 months in French and American oak barrels. Winery: Finca Constancia. VT Castilla. (Castilla La Mancha) Variety: Cabernet Sauvignon, Tempranillo, Petit Verdot, Syrah, Cabernet Franc and Graciano."
2552,Albet i Noya 3 Macabeus 2019,White wine Young Organic. Winery: Albet i Noya. D.O. Penedès. (Catalonia) Variety: Macabeo
2553,Museum Real Reserva 2015,Red wine Reserva. 24 months in French oak barrels. Winery: Museum. D.O. Cigales. (Castilla y León) Variety: Tinta del Pais
2554,Ganko 2017,Red wine Barrel Respectful agriculture. 18 months in French oak barrels. Winery: Olivier Riviere. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Mazuela.
2555,Godelia Viernes 2019,Red wine Young. 4 months on lees in stainless steel vats. Winery: Godelia. D.O. Bierzo. (Castilla y León) Variety: Mencía
2556,Onra 2014,"Red wine Barrel Organic. 7 months in French oak barrels. Winery: Lagravera. D.O. Costers del Segre. (Catalonia) Variety: Cabernet Sauvignon, Merlot and Garnacha Tinta."
2557,Encina del Inglés 2018,"Red wine Barrel. 6 months in oak barrels. Winery: Finca La Melonera. D.O. Málaga-Sierras de Málaga. (Andalusia) Variety: Cabernet Sauvignon, Garnacha Tinta, Merlot, Syrah and Tempranillo."
2558,Seis de Luberri 2018,Red wine Barrel. 6 months in oak barrels. Winery: Luberri. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2559,Louis Jadot Petit Chablis 2018,White wine. Winery: Louis Jadot. AOC Petit Chablis. (Burgundy) Variety: Chardonnay
2560,Villa Wolf Gewürztraminer 2019,White wine. Winery: Weingut Villa Wolf. VDP Pfalz. (Palatinate) Variety: Gewürztraminer
2561,Montecastro 2016,Red wine Barrel. 17 months in French and American oak barrels. Winery: Montecastro. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2562,Gran Feudo Reserva 2014,"Red wine Reserva. 18 months in French and American oak barrels. Winery: Gran Feudo. D.O. Navarra. (Navarra) Variety: Cabernet Sauvignon, Merlot and Tempranillo."
2563,Ferrer Bobet Magnum 2016,"Red wine Crianza. 9 months in French oak barrels. Winery: Ferrer Bobet. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
2564,Supernova Roble 2018,Red wine Oak. 8 months in French and American oak barrels. Winery: Briego. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2565,Contador 2017,"Red wine Barrel Respectful agriculture. 18 months in French oak barrels. Winery: Contador. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
2566,Ignios Baboso Negro 2017,Red wine Barrel. 12 months in French oak barrels and 6 months in bottle. Winery: Ignios. D.O. Ycoden-Daute-Isora. (Canary Islands) Variety: Baboso Negro
2567,Celeste Crianza Magnum 2017,Red wine Crianza. 12 months in French and American oak barrels. Winery: Torres. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
2568,Torres Viña Sol 2019,White wine Young. Winery: Torres.  D.O. Catalunya. (Catalonia) Variety: Parellada and Garnacha Blanca.
2569,Loxarel Cora 2019,White wine Young Biodinámico. Winery: Loxarel. D.O. Penedès. (Catalonia) Variety: Xarel·lo and Muscat.
2570,Fagus 2017,Red wine Barrel. 10 months in French oak barrels. Winery: Bodegas Aragonesas. D.O. Campo de Borja. (Aragón) Variety: Garnacha Tinta
2571,Château Pey la Tour Bordeaux Supérieur 2016,"Red wine Barrel. Winery: Château Pey La Tour. AOC Bordeaux Supérieur. (Bordeaux) Variety: Cabernet Sauvignon, Petit Verdot and Merlot."
2572,La Revelía 2018,White wine Barrel. 8 months in French oak barrels 500 L. Winery: Emilio Moro. D.O. Bierzo. (Castilla y León) Variety: Godello
2573,Beronia Rosado 2018,Rosé wine Barrel. Winery: Beronia. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2574,Torre Muga 2016,"Red wine Barrel. 24 months in French oak barrels. Winery: Muga. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
2575,Príncipe de Viana Reserva 1423 2015,"Red wine Reserva. 15 months in French oak barrels. Winery: Príncipe de Viana. D.O. Navarra. (Navarra) Variety: Cabernet Sauvignon, Tempranillo, Garnacha Tinta and Merlot."
2576,Soalheiro Alvarinho 2019,White wine Young. Winery: Quinta de Soalheiro. Vinho Verde. (Minho) Variety: Albariño
2577,Laxas 2019,White wine Young. Winery: As Laxas. D.O. Rías Baixas. (Galicia) Variety: Albariño
2578,Las Rocas de San Alejandro Viñas Viejas 2017,Red wine Crianza. 12 months in French and American oak barrels. Winery: San Alejandro. D.O. Calatayud. (Aragón) Variety: Garnacha Tinta
2579,Abel Mendoza Selección Personal 2017,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Abel Mendoza. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2580,Agrícola de Cadalso Garnacha 2016,Red wine Young. Winery: Cooperativa Agrícola de Cadalso. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta
2581,Succés El Pedregal 2017,White wine Young Natural. Winery: Succés Vinícola. D.O. Conca de Barberà. (Catalonia) Variety: Parellada
2582,Contino Gran Reserva 2014,"Red wine Gran Reserva. 24 months in French and American oak barrels. Winery: Contino. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
2583,Abel Mendoza Tempranillo Grano a Grano 2017,Red wine Barrel Respectful agriculture. 18 months in French oak barrels. Winery: Abel Mendoza. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2584,Enate Chardonnay Barrica 2018,White wine Barrel Respectful agriculture. 6 months in French oak barrels. Winery: Enate. D.O. Somontano. (Aragón) Variety: Chardonnay
2585,Fan D'Oro 2018,White wine Barrel. 6 months in French oak barrels. Winery: Arzuaga Navarro. D.O. Ribera del Duero. (Castilla y León) Variety: Chardonnay
2586,Pepe Mendoza Casa Agrícola Blanco 2019,"White wine Young Biodinámico. Winery: Pepe Mendoza. D.O. Alicante. (Valencia) Variety: Macabeo, Airén and Moscatel de Alejandría."
2587,Fromm Chardonnay Clayin Vineyard 2015,White wine Barrel Organic. Winery: Fromm Winery. Marlborough. (South Island) Variety: Chardonnay
2588,Campillo Reserva Selecta 2015,Red wine Reserva. 22 months in American oak barrels. Winery: Campillo. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2589,Domaine Des Marnes Blanches Poulsard 2018,Red wine Barrel Organic Natural. Winery: Domaine Des Marnes Blanches. AOC Côtes du Jura. (Jura) Variety: Poulsard
2590,Quinta Milú La Cometa 2018,Red wine Barrel. 13 months in French oak barrels used. Winery: Quinta Milú. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2591,Menganito 2019,White wine Young. Winery: Uvas de Cuvée. D.O. Rueda. (Castilla y León) Variety: Verdejo
2592,Dr. Loosen Dr. L. Riesling 2018,White wine. Winery: Dr. Loosen. VDP Mosel-Saar-Ruwer. (Mosel) Variety: Riesling
2593,Clos Martinet 2017,"Red wine Crianza Organic. 22 months in a concrete vats. Winery: Mas Martinet. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Cariñena, Syrah and Merlot."
2594,Al-Cantàra O’ scuru o’ scuru 2017,Red wine Organic. Winery: Al-Cantàra. DOC Etna. (Sicily) Variety: Nerello Mascalese and Nerello Cappuccio.
2595,Carrasviñas Verdejo 2019,White wine Young. Winery: Felix Lorenzo Cachazo. D.O. Rueda. (Castilla y León) Variety: Verdejo
2596,Bhilar Plots Tinto 2018,"Red wine Barrel Organic. Winery: Bodegas Bhilar. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Viura and Tempranillo."
2597,Mineral del Montsant 2018,Red wine Barrel Respectful agriculture. 6 months in French oak barrels. Winery: Cara Nord. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Cariñena.
2598,Villalar 2018,Red wine Barrel. 12 months in French oak barrels. Winery: Bodegas y Viñedos La Mejorada. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon and Tempranillo.
2599,Envínate Lousas Viño de Aldea 2018,Red wine Barrel Respectful agriculture. 11 months in French oak barrels. Winery: Envínate. Ribeira Sacra. (Galicia) Variety: Mencía
2600,Monte Real Crianza de Familia 2017,Red wine Crianza. 18 months in American oak barrels. Winery: Bodegas Riojanas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2601,Juan Gil Moscatel Seco 2019,White wine Young. Winery: Juan Gil. D.O. Jumilla. (Murcia) Variety: Moscatel de Grano Menudo
2602,Viña Zorzal Cuatro del Cuatro 2018,Red wine Barrel. 12 months in French oak barrels. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Graciano
2603,Serras del Priorat 2018,"Red wine Barrel. 7 months in French oak barrels used. Winery: Clos Figueras. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
2604,Roda I Reserva 2015,Red wine Reserva. 16 months in French oak barrels. Winery: Roda. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2605,Raimat Abadia Negre 2018,Red wine Barrel. 10 months in different kind of barrels. Winery: Raimat. D.O. Costers del Segre. (Catalonia) Variety: Cabernet Sauvignon and Tempranillo.
2606,Limbeu 2015,Red wine. 10 months in oak barrels. Winery: Mas de la Caçadora. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Merlot.
